Asset_ID,Asset_Type,Assigned_To,Department,Acquisition_Date,Warranty_Expiry_Date,Status,Maintenance_Cost,License_Expiry_Date,Vendor_Name,Location,Compliance_Status,OS_Version,Repair_Count
ASSET_0404,Laptop,User_268,R&D,2024-07-15,2026-10-12,In Use,620.21,2026-07-01,Lenovo,Hsinchu,Compliant,Win 11,1
ASSET_0405,Server,User_177,Operations,2025-03-16,2030-05-20,In Use,837.74,2028-04-12,HP,Taichung,Compliant,Ubuntu 22.04,0
ASSET_0406,Monitor,,R&D,2020-07-06,2022-09-06,Retired,,,Lenovo,Hsinchu,Non-Compliant,,7
ASSET_0407,Server,User_153,Operations,2021-12-27,2026-03-19,In Use,1829.04,2025-02-03,Cisco,Taichung,At Risk,RHEL 9,2
ASSET_0408,Monitor,,Operations,2024-08-27,2027-10-07,Stock,,,HP,Other,Compliant,,0
ASSET_0409,Laptop,,Finance,2024-11-30,2026-12-13,Stock,,2025-12-21,Dell,Taipei,At Risk,Win 10,0
ASSET_0410,Laptop,,Finance,2020-10-20,2023-11-22,Retired,,,Apple,Other,Non-Compliant,macOS 12,4
ASSET_0411,Desktop,User_013,Finance,2023-12-18,2026-12-16,In Use,248.86,2025-12-09,HP,Taichung,At Risk,macOS 12,0
ASSET_0412,Tablet,User_213,Operations,2021-02-19,2022-05-04,In Use,326.69,2023-03-23,Apple,Other,At Risk,Win 10,2
ASSET_0413,Server,User_113,IT,2022-01-31,2026-03-04,In Use,3354.32,2023-03-17,Cisco,Taichung,At Risk,Ubuntu 22.04,3
ASSET_0414,Server,,Operations,2021-05-05,2024-06-09,Decommissioned,,,Dell,Hsinchu,Compliant,Ubuntu 22.04,4
ASSET_0415,Monitor,User_158,Operations,2024-12-21,2027-03-11,In Use,101.33,,Dell,Taichung,Compliant,,0
ASSET_0416,Monitor,User_055,HR,2024-07-13,2026-06-17,In Use,75.98,,Lenovo,Hsinchu,Compliant,,0
ASSET_0417,Desktop,User_193,Operations,2022-07-09,2024-08-19,In Use,567.2,2023-09-06,Apple,Taichung,Non-Compliant,macOS 12,3
ASSET_0418,Laptop,User_070,HR,2025-12-12,2029-01-04,In Use,305.21,2028-01-08,HP,Taipei,Compliant,macOS 14,0
ASSET_0419,Tablet,User_128,IT,2024-01-27,2026-03-02,In Use,254.75,2026-02-25,Cisco,Taichung,At Risk,Win 10,1
ASSET_0420,Monitor,,Sales,2024-06-19,2026-07-11,Stock,126.52,,HP,Taipei,Compliant,,1
ASSET_0421,Tablet,User_337,Sales,2022-03-05,2024-02-21,In Use,251.55,2023-03-04,Dell,Taichung,Non-Compliant,Win 11,2
ASSET_0422,Monitor,,Finance,2024-03-31,2026-04-23,Retired,,,Apple,Other,At Risk,,2
ASSET_0423,Monitor,,HR,2020-08-05,2022-09-24,Retired,,,HP,Taichung,Non-Compliant,,1
ASSET_0424,Monitor,User_154,Operations,2024-04-05,2026-04-09,In Use,121.74,,Dell,Other,Compliant,,1
ASSET_0425,Server,User_082,IT,2025-08-19,2030-10-14,In Use,1625.28,2028-09-13,HP,Cloud,Compliant,Windows Server 2022,1
ASSET_0426,Desktop,User_077,HR,2022-04-10,2024-04-11,In Use,708.16,2023-05-25,HP,Taipei,Non-Compliant,Win 10,4
ASSET_0427,Server,User_105,IT,2024-01-09,2026-12-21,In Use,1767.92,2027-01-01,Cisco,Taichung,Compliant,Windows Server 2022,1
ASSET_0428,Monitor,User_211,Operations,2021-09-28,2024-09-16,In Use,109.82,,HP,Taichung,At Risk,,0
ASSET_0429,Monitor,User_247,R&D,2026-04-04,2029-06-22,In Use,146.86,,HP,Taipei,Compliant,,1
ASSET_0430,Desktop,User_055,HR,2025-06-12,2028-08-03,In Use,376.61,2026-05-25,HP,Hsinchu,Compliant,macOS 12,1
ASSET_0431,Tablet,User_322,Sales,2023-06-22,2024-08-30,In Use,164.98,2026-07-22,Apple,Taichung,At Risk,Win 10,0
ASSET_0432,Desktop,User_049,HR,2024-09-01,2027-08-20,In Use,256.97,2026-10-20,Lenovo,Other,Compliant,macOS 12,0
ASSET_0433,Desktop,User_152,Operations,2021-12-14,2026-01-16,In Use,605.27,2023-11-29,Lenovo,Hsinchu,At Risk,macOS 14,2
ASSET_0434,Tablet,,Sales,2025-02-22,2027-03-15,Stock,238.48,2026-02-06,Lenovo,Other,At Risk,Win 10,1
ASSET_0435,Laptop,User_001,Finance,2022-04-07,2025-06-01,In Use,564.79,2025-03-20,Lenovo,Taipei,At Risk,macOS 13,1
ASSET_0436,Laptop,User_110,IT,2025-11-20,2027-10-25,In Use,1111.73,2026-12-02,Lenovo,Taipei,Compliant,Win 11,3
ASSET_0437,Laptop,,HR,2021-07-08,2024-06-24,Retired,,,HP,Taipei,At Risk,macOS 13,2
ASSET_0438,Laptop,,IT,2024-08-21,2026-11-06,Stock,1382.34,2026-08-08,HP,Hsinchu,At Risk,macOS 12,4
ASSET_0439,Monitor,User_287,R&D,2023-05-03,2025-06-09,In Use,,,Dell,Hsinchu,Compliant,,2
ASSET_0440,Laptop,User_054,HR,2025-02-28,2027-04-29,In Use,265.82,2027-04-01,Dell,Taichung,Compliant,Win 10,0
ASSET_0441,Server,User_038,Finance,2024-06-04,2027-05-13,In Use,2813.88,2026-07-13,Cisco,Hsinchu,Compliant,RHEL 9,3
ASSET_0442,Tablet,User_345,Sales,2022-03-24,2023-04-01,In Use,329.51,2024-03-08,Lenovo,Taichung,Non-Compliant,Win 11,2
ASSET_0443,Laptop,User_090,IT,2025-08-18,2027-11-16,In Use,482.29,2027-09-15,Apple,Cloud,Compliant,macOS 14,1
ASSET_0444,Tablet,User_358,Sales,2021-05-01,2022-06-17,In Use,506.14,2023-05-13,Dell,Taipei,Non-Compliant,Win 10,5
ASSET_0445,Laptop,User_200,Operations,2023-04-11,2026-06-20,In Use,876.94,2024-04-04,Apple,Other,At Risk,macOS 14,3
ASSET_0446,Laptop,User_049,HR,2023-07-08,2026-08-17,In Use,890.45,2024-08-22,Lenovo,Taipei,At Risk,macOS 13,3
ASSET_0447,Desktop,User_022,Finance,2024-03-02,2026-04-04,In Use,488.47,2025-02-18,Dell,Taipei,At Risk,macOS 14,2
ASSET_0448,Laptop,,Sales,2021-02-10,2024-05-07,Retired,814.81,,Dell,Other,At Risk,macOS 12,2
ASSET_0449,Desktop,User_180,Operations,2025-07-06,2029-09-22,In Use,427.88,2026-07-11,HP,Taichung,Compliant,macOS 13,1
ASSET_0450,Laptop,User_061,HR,2022-08-16,2025-10-03,In Use,430.16,2025-09-16,Apple,Taichung,At Risk,macOS 12,1
ASSET_0451,Desktop,User_026,Finance,2025-09-28,2028-09-26,In Use,318.5,2027-11-19,HP,Taipei,Compliant,macOS 14,1
ASSET_0452,Desktop,,R&D,2024-09-19,2026-08-30,Decommissioned,744.72,,HP,Hsinchu,Compliant,Win 11,2
ASSET_0453,Desktop,,Operations,2022-11-12,2025-11-08,Retired,,,Dell,Hsinchu,At Risk,macOS 14,0
ASSET_0454,Server,User_195,Operations,2023-05-27,2027-05-13,In Use,1490.54,2026-07-16,Dell,Cloud,Compliant,RHEL 9,1
ASSET_0455,Tablet,,R&D,2026-01-17,2028-02-09,Stock,,2028-01-18,Lenovo,Other,Compliant,Win 11,0
ASSET_0456,Laptop,User_069,HR,2022-11-28,2026-02-23,In Use,,2024-11-07,Lenovo,Taipei,At Risk,Win 11,0
ASSET_0457,Laptop,,HR,2025-05-11,2028-06-06,Stock,,2028-06-29,HP,Taipei,Compliant,Win 10,0
ASSET_0458,Laptop,User_271,R&D,2021-07-28,2024-07-01,In Use,1032.45,2023-08-16,HP,Taipei,Non-Compliant,macOS 14,3
ASSET_0459,Desktop,User_047,HR,2025-01-25,2029-04-11,In Use,206.91,2027-03-24,HP,Other,Compliant,macOS 12,0
ASSET_0460,Desktop,,HR,2025-07-06,2028-09-15,Stock,502.52,2028-08-17,Lenovo,Taichung,Compliant,macOS 13,2
ASSET_0461,Tablet,User_225,Operations,2022-11-10,2024-12-06,In Use,,2024-11-26,Apple,Hsinchu,At Risk,Win 10,1
ASSET_0462,Server,User_306,Sales,2023-02-12,2027-05-12,In Use,1916.89,2025-04-11,Cisco,Other,At Risk,Windows Server 2022,2
ASSET_0463,Tablet,,HR,2026-04-01,2028-03-30,Stock,207.74,2028-04-14,Lenovo,Other,Compliant,Win 11,1
ASSET_0464,Monitor,,IT,2020-12-16,2023-12-05,Retired,,,Lenovo,Hsinchu,At Risk,,0
ASSET_0465,Laptop,User_190,Operations,2024-08-21,2026-11-07,In Use,406.43,2025-09-16,Dell,Other,At Risk,macOS 12,1
ASSET_0466,Laptop,User_064,HR,2026-04-01,2029-03-09,In Use,262.1,2028-05-13,Lenovo,Hsinchu,Compliant,macOS 14,0
ASSET_0467,Laptop,,HR,2024-04-12,2026-04-06,Stock,,2026-04-11,Apple,Other,At Risk,macOS 13,0
ASSET_0468,Laptop,,Finance,2023-03-23,2025-05-15,Retired,,,HP,Other,At Risk,Win 10,1
ASSET_0469,Tablet,User_176,Operations,2024-10-22,2026-10-05,In Use,197.57,2025-12-12,Apple,Hsinchu,At Risk,Win 11,1
ASSET_0470,Monitor,User_034,Finance,2022-10-22,2024-09-21,In Use,159.31,,HP,Taipei,At Risk,,1
ASSET_0471,Server,User_164,Operations,2023-07-21,2027-07-28,In Use,3516.95,2026-07-18,Dell,Taipei,At Risk,RHEL 9,4
ASSET_0472,Laptop,User_327,Sales,2024-11-07,2026-11-26,In Use,652.44,2025-11-24,Lenovo,Hsinchu,At Risk,macOS 13,2
ASSET_0473,Desktop,,HR,2022-10-05,2026-09-24,Retired,814.05,,Lenovo,Other,At Risk,Win 11,5
ASSET_0474,Laptop,,R&D,2022-02-25,2024-05-02,Retired,,,Dell,Other,Non-Compliant,Win 11,4
ASSET_0475,Monitor,User_307,Sales,2024-09-30,2027-11-17,In Use,125.41,,HP,Taichung,Compliant,,1
ASSET_0476,Tablet,,Sales,2020-09-21,2021-09-13,Decommissioned,118.47,,Dell,Taipei,Compliant,Win 11,0
ASSET_0477,Laptop,User_358,Sales,2022-06-07,2025-08-26,In Use,567.35,2023-07-16,Dell,Taichung,At Risk,macOS 14,2
ASSET_0478,Laptop,User_293,R&D,2023-01-28,2025-02-01,In Use,1121.09,2026-03-10,Apple,Hsinchu,Non-Compliant,macOS 12,3
ASSET_0479,Tablet,User_224,Operations,2021-05-30,2023-06-18,In Use,165.73,2022-07-10,Apple,Other,Non-Compliant,Win 10,1
ASSET_0480,Tablet,,Operations,2021-09-05,2023-09-04,Retired,,,Apple,Taipei,Non-Compliant,Win 11,0
ASSET_0481,Laptop,User_070,HR,2025-08-12,2028-09-08,In Use,537.74,2026-08-14,Apple,Other,Compliant,macOS 12,1
ASSET_0482,Monitor,,Sales,2024-01-07,2026-02-09,Stock,130.97,,HP,Taichung,Compliant,,1
ASSET_0483,Server,User_240,R&D,2021-11-24,2026-12-26,In Use,2799.18,2024-01-13,Cisco,Hsinchu,At Risk,RHEL 9,2
ASSET_0484,Server,User_248,R&D,2025-03-14,2029-05-11,In Use,3219.45,2028-04-13,Cisco,Cloud,Compliant,RHEL 9,2
ASSET_0485,Laptop,,Sales,2024-07-06,2026-09-13,Retired,,,Lenovo,Hsinchu,At Risk,Win 11,1
ASSET_0486,Desktop,User_206,Operations,2021-07-17,2025-08-30,In Use,1119.73,2022-06-27,Dell,Hsinchu,Non-Compliant,macOS 12,5
ASSET_0487,Desktop,User_141,IT,2021-05-20,2025-06-04,In Use,643.25,2022-07-16,Lenovo,Taipei,At Risk,macOS 12,2
ASSET_0488,Laptop,User_335,Sales,2023-02-20,2025-03-14,In Use,562.39,2024-02-23,HP,Taipei,At Risk,macOS 13,1
ASSET_0489,Monitor,,R&D,2022-07-27,2025-09-29,Decommissioned,,,Dell,Taipei,Compliant,,1
ASSET_0490,Server,User_141,IT,2024-08-18,2028-10-31,In Use,2222.47,2025-10-11,HP,Cloud,At Risk,RHEL 9,2
ASSET_0491,Tablet,User_046,HR,2026-03-08,2028-04-12,In Use,230.22,2029-03-19,Apple,Other,Compliant,Win 10,1
ASSET_0492,Server,User_141,IT,2021-07-10,2025-08-24,In Use,3966.93,2023-07-10,Lenovo,Cloud,Non-Compliant,Ubuntu 22.04,4
ASSET_0493,Tablet,,Operations,2021-01-13,2022-04-02,Retired,344.07,,Apple,Taichung,At Risk,Win 11,3
ASSET_0494,Laptop,User_039,Finance,2023-03-07,2025-05-07,In Use,981.88,2025-02-20,Dell,Hsinchu,At Risk,Win 11,3
ASSET_0495,Server,,R&D,2020-07-16,2023-09-07,Retired,1677.47,,HP,Hsinchu,At Risk,RHEL 9,1
ASSET_0496,Tablet,,R&D,2024-01-29,2025-01-04,Decommissioned,,,Apple,Hsinchu,Compliant,Win 10,2
ASSET_0497,Laptop,User_025,Finance,2025-04-17,2028-05-24,In Use,272.47,2027-06-16,HP,Hsinchu,Compliant,Win 11,0
ASSET_0498,Laptop,User_047,HR,2021-01-23,2024-02-27,In Use,546.04,2022-01-20,Lenovo,Hsinchu,Non-Compliant,macOS 13,1
ASSET_0499,Desktop,User_269,R&D,2024-07-22,2026-07-06,In Use,386.38,2026-07-09,Lenovo,Taichung,Compliant,Win 10,1
ASSET_0500,Desktop,User_015,Finance,2024-08-20,2026-07-24,In Use,,2027-09-01,Lenovo,Hsinchu,Compliant,macOS 13,2
ASSET_0501,Tablet,,HR,2025-08-23,2027-08-26,Stock,235.98,2026-08-27,Apple,Taipei,Compliant,Win 10,1
ASSET_0502,Laptop,,R&D,2021-11-15,2024-01-10,Decommissioned,795.5,,HP,Taipei,Compliant,Win 11,2
ASSET_0503,Monitor,User_039,Finance,2021-04-15,2024-06-10,In Use,203.84,,Dell,Taipei,At Risk,,2
ASSET_0504,Monitor,User_177,Operations,2026-03-29,2029-02-28,In Use,76.42,,Apple,Other,Compliant,,0
ASSET_0505,Tablet,,Operations,2022-11-12,2023-10-23,Retired,,,Apple,Taichung,At Risk,Win 11,0
ASSET_0506,Laptop,User_264,R&D,2025-05-15,2027-08-08,In Use,374.3,2028-06-13,Dell,Hsinchu,Compliant,macOS 13,0
ASSET_0507,Laptop,User_064,HR,2021-12-05,2025-01-25,In Use,699.75,2022-12-15,Dell,Taipei,Non-Compliant,macOS 13,2
ASSET_0508,Tablet,,IT,2021-06-16,2022-08-03,Decommissioned,444.7,,Lenovo,Hsinchu,Compliant,Win 10,3
ASSET_0509,Laptop,User_078,HR,2021-09-30,2024-11-24,In Use,290.34,2023-09-13,Dell,Other,Non-Compliant,Win 10,0
ASSET_0510,Laptop,User_329,Sales,2024-06-22,2026-06-09,In Use,816.05,2026-08-14,Apple,Taipei,Compliant,Win 10,2
ASSET_0511,Laptop,User_040,Finance,2024-01-21,2027-02-28,In Use,492.11,2025-02-03,HP,Taichung,At Risk,macOS 12,1
ASSET_0512,Laptop,,Sales,2021-11-26,2024-01-18,Decommissioned,,,Dell,Taipei,Compliant,Win 11,3
ASSET_0513,Server,User_091,IT,2021-11-26,2025-11-14,In Use,2206.73,2024-12-16,Cisco,Cloud,At Risk,Ubuntu 22.04,2
ASSET_0514,Tablet,User_286,R&D,2024-11-06,2026-11-21,In Use,511.67,2025-10-24,Lenovo,Other,Non-Compliant,Win 10,4
ASSET_0515,Desktop,,Operations,2021-06-23,2023-08-19,Retired,427.36,,HP,Taichung,Non-Compliant,Win 10,1
ASSET_0516,Tablet,User_064,HR,2026-02-26,2028-05-03,In Use,118.39,2028-04-19,Apple,Other,Compliant,Win 11,0
ASSET_0517,Laptop,User_025,Finance,2023-04-30,2025-04-07,In Use,306.49,2024-06-19,HP,Taichung,Non-Compliant,Win 10,0
ASSET_0518,Server,User_085,IT,2021-01-15,2024-03-09,In Use,4617.53,2024-03-13,Cisco,Cloud,At Risk,Windows Server 2022,4
ASSET_0519,Desktop,,Sales,2021-06-27,2023-06-25,Decommissioned,293.54,,Dell,Taichung,Compliant,Win 11,1
ASSET_0520,Desktop,User_095,IT,2022-06-19,2025-09-03,In Use,305.47,2024-08-06,Dell,Taipei,At Risk,macOS 14,0
ASSET_0521,Desktop,User_057,HR,2022-08-11,2026-07-16,In Use,231.64,2024-09-10,Dell,Other,At Risk,macOS 12,0
ASSET_0522,Laptop,,Sales,2023-01-30,2025-01-02,Retired,966.44,,HP,Taipei,Non-Compliant,Win 10,4
ASSET_0523,Server,,Operations,2025-04-05,2030-05-08,Stock,,2027-04-21,Lenovo,Other,Compliant,Ubuntu 22.04,0
ASSET_0524,Tablet,,Sales,2026-02-13,2027-02-17,Stock,204.39,2027-02-28,Lenovo,Taichung,Compliant,Win 11,1
ASSET_0525,Monitor,,Finance,2025-04-04,2027-05-04,Stock,,,Dell,Hsinchu,At Risk,,4
ASSET_0526,Laptop,User_288,R&D,2021-12-29,2024-12-02,In Use,1498.47,2024-01-17,Lenovo,Hsinchu,Non-Compliant,macOS 14,4
ASSET_0527,Tablet,User_123,IT,2025-03-15,2027-02-27,In Use,139.54,2026-03-12,Lenovo,Hsinchu,At Risk,Win 10,0
ASSET_0528,Desktop,User_146,IT,2025-03-08,2028-05-09,In Use,279.14,2028-03-22,HP,Taichung,Compliant,macOS 13,0
ASSET_0529,Desktop,,Operations,2024-12-14,2028-01-26,Stock,546.42,2027-02-12,Apple,Other,Compliant,macOS 14,3
ASSET_0530,Monitor,User_048,HR,2026-01-16,2028-03-17,In Use,124.66,,Lenovo,Taipei,Compliant,,1
ASSET_0531,Monitor,User_038,Finance,2025-02-09,2028-04-26,In Use,147.24,,Dell,Other,Compliant,,1
ASSET_0532,Desktop,User_037,Finance,2025-05-05,2029-04-28,In Use,190.36,2026-05-01,Dell,Taipei,Compliant,macOS 14,0
ASSET_0533,Monitor,User_233,R&D,2022-06-15,2025-09-04,In Use,287.92,,Apple,Taipei,Compliant,,3
ASSET_0534,Laptop,User_319,Sales,2025-08-02,2028-10-27,In Use,289.24,2027-09-17,Lenovo,Taichung,Compliant,macOS 12,0
ASSET_0535,Desktop,User_042,Finance,2022-11-10,2026-12-25,In Use,741.13,2025-11-01,Dell,Taipei,At Risk,macOS 12,3
ASSET_0536,Server,User_270,R&D,2022-01-20,2027-01-26,In Use,2927.77,2025-01-05,Dell,Hsinchu,At Risk,Ubuntu 22.04,2
ASSET_0537,Laptop,,IT,2024-01-18,2027-02-20,Stock,1161.72,2025-01-04,Apple,Hsinchu,At Risk,macOS 12,4
ASSET_0538,Laptop,User_310,Sales,2021-06-02,2024-08-02,In Use,867.36,2023-06-11,HP,Other,At Risk,macOS 14,2
ASSET_0539,Server,User_253,R&D,2025-12-21,2029-02-09,In Use,1388.69,2028-02-10,HP,Hsinchu,Compliant,RHEL 9,0
ASSET_0540,Server,User_103,IT,2023-07-04,2026-08-11,In Use,2820.1,2025-06-23,HP,Cloud,At Risk,Windows Server 2022,2
ASSET_0541,Desktop,,Finance,2020-11-19,2025-01-22,Decommissioned,550.82,,Dell,Hsinchu,Compliant,Win 10,2
ASSET_0542,Server,,R&D,2021-10-06,2024-09-20,Retired,,,HP,Hsinchu,Non-Compliant,RHEL 9,4
ASSET_0543,Tablet,User_045,Finance,2025-01-01,2026-12-12,In Use,437.08,2025-12-20,HP,Taipei,At Risk,Win 10,3
ASSET_0544,Tablet,,Operations,2024-03-26,2025-04-10,Stock,343.05,2025-05-03,Apple,Taichung,At Risk,Win 11,2
ASSET_0545,Monitor,User_009,Finance,2025-06-05,2028-07-25,In Use,87.51,,HP,Taipei,Compliant,,0
ASSET_0546,Tablet,,Sales,2022-09-21,2024-11-23,Decommissioned,,,Apple,Other,Compliant,Win 11,2
ASSET_0547,Laptop,User_335,Sales,2021-08-18,2023-09-14,In Use,622.38,2023-09-27,Lenovo,Other,Non-Compliant,Win 11,1
ASSET_0548,Monitor,,HR,2023-08-14,2026-07-16,Retired,,,Dell,Other,At Risk,,2
ASSET_0549,Laptop,,R&D,2024-09-14,2027-10-17,Stock,,2027-10-30,Apple,Taipei,Compliant,macOS 13,0
ASSET_0550,Laptop,,Sales,2023-12-06,2026-01-29,Decommissioned,,,Apple,Taipei,Compliant,macOS 14,3
ASSET_0551,Laptop,User_048,HR,2023-05-27,2025-05-05,In Use,420.35,2025-05-25,Apple,Hsinchu,At Risk,macOS 13,1
ASSET_0552,Monitor,,Operations,2025-10-15,2028-09-19,Stock,181.22,,Dell,Other,Compliant,,1
ASSET_0553,Laptop,,IT,2024-11-30,2028-01-20,Stock,,2028-01-21,Apple,Hsinchu,Compliant,macOS 12,0
ASSET_0554,Server,User_225,Operations,2024-09-09,2028-08-11,In Use,2402.67,2026-10-22,HP,Taipei,Compliant,RHEL 9,2
ASSET_0555,Desktop,User_024,Finance,2021-09-23,2024-10-29,In Use,,2022-09-09,Lenovo,Taichung,Non-Compliant,macOS 14,4
ASSET_0556,Desktop,User_061,HR,2023-03-25,2025-05-14,In Use,272.45,2025-04-29,Dell,Other,At Risk,Win 10,0
ASSET_0557,Server,User_061,HR,2024-03-29,2028-06-06,In Use,4110.43,2025-03-16,HP,Taipei,Non-Compliant,Ubuntu 22.04,4
ASSET_0558,Laptop,User_262,R&D,2022-08-26,2024-08-25,In Use,691.7,2023-08-16,Dell,Other,Non-Compliant,macOS 14,2
ASSET_0559,Desktop,,Finance,2023-09-18,2025-12-07,Retired,562.64,,Lenovo,Hsinchu,At Risk,Win 10,2
ASSET_0560,Monitor,User_089,IT,2025-05-12,2027-04-20,In Use,112.05,,HP,Cloud,Compliant,,0
ASSET_0561,Laptop,User_262,R&D,2021-12-15,2024-12-10,In Use,339.59,2024-01-15,Dell,Other,Non-Compliant,macOS 12,0
ASSET_0562,Monitor,User_098,IT,2024-10-14,2027-12-05,In Use,162.1,,Dell,Other,Compliant,,1
ASSET_0563,Server,,R&D,2022-06-03,2027-07-18,Retired,,,Cisco,Cloud,At Risk,RHEL 9,3
ASSET_0564,Tablet,User_255,R&D,2026-02-08,2028-02-27,In Use,,2028-02-19,Lenovo,Other,Compliant,Win 11,0
ASSET_0565,Desktop,User_217,Operations,2026-04-16,2029-03-20,In Use,204.32,2028-05-06,Lenovo,Taichung,Compliant,macOS 14,0
ASSET_0566,Server,User_241,R&D,2022-02-10,2026-04-16,In Use,4716.71,2024-03-07,Lenovo,Other,Non-Compliant,Windows Server 2022,5
ASSET_0567,Laptop,User_336,Sales,2025-08-11,2028-11-04,In Use,494.88,2027-08-04,Apple,Other,Compliant,macOS 14,1
ASSET_0568,Laptop,User_017,Finance,2022-05-22,2025-06-30,In Use,304.93,2024-06-03,Apple,Taichung,At Risk,Win 11,0
ASSET_0569,Laptop,User_144,IT,2023-04-15,2025-05-22,In Use,433.54,2025-05-06,Lenovo,Other,At Risk,macOS 14,1
ASSET_0570,Desktop,User_020,Finance,2023-07-29,2027-10-22,In Use,604.59,2024-07-29,Lenovo,Taipei,At Risk,macOS 14,2
ASSET_0571,Monitor,,Operations,2023-10-27,2026-10-05,Decommissioned,,,Dell,Hsinchu,Compliant,,1
ASSET_0572,Server,,Operations,2021-11-07,2025-10-26,Retired,4180.95,,Cisco,Taichung,At Risk,Windows Server 2022,5
ASSET_0573,Desktop,,IT,2024-10-03,2026-09-12,Retired,203.8,,Lenovo,Hsinchu,At Risk,macOS 14,0
ASSET_0574,Server,,IT,2023-04-25,2026-04-30,Decommissioned,,,Cisco,Hsinchu,Compliant,RHEL 9,1
ASSET_0575,Laptop,User_214,Operations,2023-10-17,2025-11-23,In Use,585.41,2025-10-03,HP,Taichung,At Risk,Win 11,2
ASSET_0576,Server,User_293,R&D,2026-01-29,2031-01-24,In Use,1578.58,2028-02-25,Dell,Other,Compliant,RHEL 9,1
ASSET_0577,Desktop,User_095,IT,2025-07-12,2027-06-18,In Use,277.79,2027-09-06,Lenovo,Taichung,Compliant,macOS 12,0
ASSET_0578,Server,User_117,IT,2021-06-08,2024-05-22,In Use,,2023-06-19,Cisco,Cloud,At Risk,Windows Server 2022,5
ASSET_0579,Monitor,,IT,2021-06-22,2023-09-11,Decommissioned,,,HP,Hsinchu,Compliant,,4
ASSET_0580,Laptop,,HR,2023-06-11,2025-08-11,Decommissioned,522.66,,Lenovo,Taipei,Compliant,macOS 12,1
ASSET_0581,Laptop,User_035,Finance,2024-07-08,2027-09-19,In Use,240.5,2026-06-26,Dell,Taipei,Compliant,macOS 13,0
ASSET_0582,Desktop,User_350,Sales,2025-02-19,2028-04-11,In Use,221.1,2028-04-08,Lenovo,Other,Compliant,macOS 14,0
ASSET_0583,Monitor,User_087,IT,2023-06-29,2025-07-25,In Use,294.91,,HP,Taipei,Compliant,,3
ASSET_0584,Laptop,User_345,Sales,2023-11-08,2026-01-14,In Use,657.11,2026-10-28,Lenovo,Other,Compliant,Win 10,2
ASSET_0585,Desktop,User_009,Finance,2025-03-31,2028-04-13,In Use,254.58,2026-04-01,Dell,Other,At Risk,macOS 13,0
ASSET_0586,Server,User_293,R&D,2022-10-15,2025-10-29,In Use,2364.59,2025-10-21,Cisco,Taipei,At Risk,Ubuntu 22.04,2
ASSET_0587,Monitor,,HR,2024-08-08,2027-10-18,Retired,184.89,,Lenovo,Other,At Risk,,1
ASSET_0588,Laptop,User_060,HR,2023-06-01,2026-06-24,In Use,261.62,2024-06-28,Dell,Other,At Risk,Win 11,0
ASSET_0589,Monitor,,Finance,2024-06-02,2026-06-23,Retired,,,Dell,Taichung,At Risk,,1
ASSET_0590,Server,User_098,IT,2024-12-11,2028-02-15,In Use,3238.73,2026-12-10,Cisco,Hsinchu,Compliant,Windows Server 2022,3
ASSET_0591,Server,User_139,IT,2023-09-26,2026-12-15,In Use,3779.11,2026-11-09,HP,Cloud,Compliant,RHEL 9,3
ASSET_0592,Desktop,User_003,Finance,2022-08-06,2025-09-13,In Use,453.19,2024-09-17,Lenovo,Taipei,At Risk,macOS 13,1
ASSET_0593,Laptop,User_075,HR,2025-06-15,2028-09-08,In Use,331.71,2027-06-01,Lenovo,Taichung,Compliant,macOS 12,0
ASSET_0594,Laptop,,Sales,2025-08-01,2028-08-18,Stock,741.46,2026-07-27,HP,Taipei,Compliant,Win 11,2
ASSET_0595,Monitor,,Operations,2025-11-14,2027-11-07,Stock,,,Dell,Hsinchu,Compliant,,0
ASSET_0596,Laptop,User_251,R&D,2024-08-25,2027-08-20,In Use,,2026-09-05,HP,Taichung,Compliant,macOS 13,0
ASSET_0597,Monitor,User_128,IT,2023-03-29,2026-06-17,In Use,171.37,,Lenovo,Hsinchu,Compliant,,1
ASSET_0598,Laptop,,Finance,2021-09-28,2023-11-14,Decommissioned,639.63,,Dell,Taipei,Compliant,Win 11,2
ASSET_0599,Tablet,,Sales,2026-04-13,2027-06-14,Stock,,2028-05-01,Apple,Taichung,Compliant,Win 11,0
ASSET_0600,Laptop,User_274,R&D,2025-02-03,2028-05-02,In Use,927.8,2027-02-16,Lenovo,Hsinchu,Compliant,Win 11,2
ASSET_0601,Tablet,User_354,Sales,2023-11-21,2025-01-01,In Use,189.97,2026-01-12,Dell,Other,Non-Compliant,Win 10,1
ASSET_0602,Laptop,User_188,Operations,2023-12-19,2026-11-24,In Use,423.09,2027-01-04,Lenovo,Taichung,Compliant,macOS 13,1
ASSET_0603,Server,,IT,2021-04-12,2024-06-15,Retired,2836.93,,HP,Hsinchu,Non-Compliant,RHEL 9,3
ASSET_0604,Monitor,User_035,Finance,2021-06-28,2023-08-13,In Use,198.74,,HP,Taipei,At Risk,,2
ASSET_0605,Desktop,User_060,HR,2023-09-20,2026-11-21,In Use,434.09,2025-10-26,Lenovo,Other,At Risk,Win 11,1
ASSET_0606,Server,,Operations,2025-11-26,2030-12-24,Stock,1891.72,2028-01-25,HP,Cloud,Compliant,Ubuntu 22.04,2
ASSET_0607,Desktop,User_023,Finance,2021-06-05,2023-08-28,In Use,181.51,2024-07-27,Dell,Taipei,At Risk,macOS 14,0
